,user,text,classe
1682,nobrepj,Vou entrar no câmara da floricultura que praticamente é um viveiro de coronavirus. https://t.co/2oZTiIS1bz,Negativo
1683,RaphasChezter,acabei de chegar a conclusão que o coronavirus é uma grande conspiração criada pelo Vitão pra pega a mulher dozotro,Negativo
1684,zordyyh,"2020, coronavírus, crise sanitária mundial e o homem ainda nao lava a mão depois de ir ao banheiro",Negativo
1685,tuacolorida,VOCÊS FAZEM IDEIA QUE UMA MULHER COM COVID FOI ESTUPRADA PELO PARAMÉDICO NA AMBULÂNCIA ??????????????????????????????????????????????????????????????????????? https://t.co/KS2sjZfmzL,Negativo
1686,francisjuliano,"O atual, Vanderlei Caldas, já estava afastado por conta do novo coronavírus, chegando a ser intubado em Salvador. Na última quarta-feira (9) foi a vez do vice, Carlinhos, pedir afastamento.",Negativo
1687,NeusaNoronha,Luto e luta. @LulaOficial sabe o que é essa dor. #coronavirus https://t.co/wMxABne2ex,Negativo
1688,jorjaobeli,"eu vejo um povinho furando quarentena e se achando foda por isso minha mente fica só no ""coronavirus faça seu trabalho 😔🙏🏻""",Negativo
1689,whinowill,Coronavirus é psicológico vo comprar uma coquinha,Neutro
1690,carasbrasil,"#NeymarJr está curado do coronavírus
https://t.co/pwo9HHdyfr",Positivo
1691,saudegovba,"O Fundo Soberano da Rússia (RDIF) e o Governo da Bahia assinaram um acordo de cooperação para o fornecimento de até 50 milhões de doses da vacina russa Sputnik V, a primeira contra coronavírus registrada no mundo.

https://t.co/mQE7ZihCS3",Positivo
1692,Jadsnparadise,@rboldr @_aident0 Fiquei preocupado com ela gld vai que é coronavirus,Negativo
1693,M_Pichonelli,"Bob Woodward precisou de uma fonte anônima e tempo de apuração para deixar de pé, com o Berstein, a reportagem sobre o escândalo Watergate. Quase 50 anos depois, Trump dá a ele de bandeja a confissão de que mentiu sobre a gravidade da pandemia https://t.co/ZW5ApTnG8g",Negativo
1694,Erica99548873,Veja que esportes podem ser praticados em meio a pandemia do coronavírus @estadao:  https://t.co/Se6DBEx5Rm,Neutro
1695,Raphael_Nynja,"ATUALIZAÇÃO DO 
CORONAVÍRUS
PELO MUNDO.
======================
28.391.507 milhão pessoas infectados.

914.824 mil mortes.

20.398.783 curados.

======================
BRASIL: 
4.241.809  infectados.

129.679 mortes.

3.497.337 curados.",Negativo
1696,Julioli00030610,https://t.co/SLCiCJZDoc canta muito #CancelNetflix #NamjoonDay #onepiece990 #OrbitSelcaDay #โซ่เวรีep13 #ARMY #KCAMexico #coronavirus #TDF2020 #September11 #amggt,Neutro
1697,InstitutoLivres,"Com a união da humanidade para conter o coronavírus, muitas pessoas estão tendo que trabalhar de casa pela primeira vez. 
Mas será que o home office é bom para você? Leia mais: https://t.co/q49ENcIVyy",Neutro
1698,expresso,Mais 5.882 mortes entre 1 de março e 30 de agosto face a 2019 https://t.co/wPE2A2yLj3,Negativo
1699,classe_politica,"Bahia firma parceria com a Rússia para comercializar 50 milhões de doses da vacina contra coronavírus
https://t.co/4kQWHH1ILz",Positivo
1700,tribuna_regiao,"A distribuição global de vacina contra o coronavírus pode demandar 8 mil aviões de carga, alertou a Associação Internacional de Transportes Aéreos (Iata). 
https://t.co/bFAnlWP8Co",Neutro
1701,redeaprizion,"#Coronavirus (Cubra o nariz e a boca ao tossir) ~Ouça Atualizações na Região NORTE~

https://t.co/h4JXboeL2c",Neutro
1702,conexaopolitica,Justiça do Trabalho proíbe volta às aulas no Rio de Janeiro até que estudantes e professores sejam vacinados https://t.co/MjhBKKJqPh,Neutro
1703,diegomendes_br,"O último título de Christopher Nolan, Tenet, é o filme que pretende devolver maciçamente o público aos cinemas após a pandemia do coronavírus. Não é uma unanimidade, mas já arrecadou milhões. https://t.co/O0zZEfTFga",Neutro
1704,diegomendes_br,"Pascal Soriot, executivo-chefe do laboratório farmacêutico britânico AstraZeneca, disse que a eficiência da vacina contra o coronavírus poderá ser atestada até o fim do ano, caso sejam retomados os testes interrompidos nesta semana em todo o mundo.",Neutro
1705,diegomendes_br,Mais de 8 milhões de casos de coronavírus na América Latina. O nr foi alcançado no momento em que persistem as iniciativas globais para encontrar uma vacina efetiva e enquanto alguns dos países mais afetados pela pandemia começam a mostrar uma tendência de queda nos nrs de casos https://t.co/SGjpmlF9OC,Positivo
1706,governodabahia,"O fundo soberano da Rússia (RDIF) e o #GovernoDoEstado assinaram acordo de cooperação para o fornecimento da #vacina russa #SputnikV, a primeira contra #coronavírus registrada no mundo. Saiba mais sobre a parceria, como funcionará e os próximos passos:  https://t.co/WsWB449shH https://t.co/JHM1uAnpFq",Positivo
1707,YgorFernandoCR,"Meu insta e twitter hj, só deu windersson e luiza, eles estão com coronavirus ? Ainda não entendi nada.",Neutro
1708,Itacareurgente,Bahia firma parceria com a Rússia para comercializar 50 milhões de doses da vacina contra coronavírus. https://t.co/h5VotqG9iw,Positivo
1709,hbrumjunior,@lnarloch *Lembrando q o Alessandro autor da postagem é médico. Fonte: https://t.co/PjFVIBMavi https://t.co/2COI0CMpwd,Neutro
1710,berunni,"Por conta do coronavírus, tava aqui me perguntando se a maioria das pessoas compraria a ideia de uma quarentena ou mesmo lockdown por conta de uma segunda onda de pandemia de Covid-19, e na mesma hora pensei: já compraram a ideia de vacinas OBRIGATÓRIAS,o que mais não aceitariam?",Neutro
1711,RaphaoMarshall,"Como era de se esperar, não existe trade off entre saúde e economia. Países que melhor combateram o coronavirus -Lituania, Taiwan, Coreia do Sul, Finlandia - foram os que apresentaram menores quedas na economia 

https://t.co/Q1ilizKWAd",Positivo
1712,RevistaISTOE,"O secretário da Habitação do Estado de São Paulo vai falar sobre a habitação popular como programa para conter a crise do coronavírus

https://t.co/sVPyRtacUX",Positivo
1713,canallivream,"O Brasil se aproxima dos 130 mil mortos pelo coronavírus. Nas últimas 24 horas, foram confirmados 983 óbitos e 40.557 casos da doença. Segundo o ministério da Saúde, mais de 4,2 milhões de brasileiros pegaram a Covid-19 e quase 3,5 milhões já se curaram. https://t.co/HBYi9cSGuj https://t.co/AfZ24dbgmI",Negativo
1714,tksfuIIyatz,Gentekkkkkk do nada o vizinho colocou um funk do coronavirus ???,Neutro
1715,bncplay,Nove municípios do Amazonas deixam de informar dados do coronavírus https://t.co/mTN4qmIQKC,Neutro
1716,anapaulaalho_,Saudade de tanta gente! Ô coronavírus velho nojento,Negativo
1717,filipedomingues,"Um dos braços direitos do Papa Francisco, o cardeal Tagle está com o coronavírus, mas isolado sem sintomas até o momento. https://t.co/e0OsFQr29h",Negativo
1718,profeborto,"VOLTANDO NO TEMPO.....
Vacina da tuberculose será testada no Brasil contra coronavírus - 

https://t.co/SKzH4qWiYo via @renovamidia",Neutro
1719,yazzmimr,ai a humilhação que o ead me fez passar agora... te odeio coronavírus,Negativo
1720,brrrnhard,um mês pro meu aniversário coronavirus acabe AGORA,Negativo
1721,RedeTV,"Justiça do Trabalho suspende retorno às aulas presenciais no RJ
#COVIDー19 #coronavirus #coronavirusnobrasil

- Mais notícias no #RedeTVNews, às 19h30
https://t.co/tcwukEpzPP",Neutro
1722,JoseArcesio3,"Fhola de S.Paulo - Mundo
Arma secreta de Trump pode ser novidade, já conhecida ou apenas uma bravata
Eclipsada pela gravidade das revelações acerca de quanto Donald Trump sabia sobre o perigo do novo coronavírus, 
https://t.co/dWkW3fpNkm",Negativo
1723,denio_vale,"O Outro Caminho que #COVID19 matará: Fome
Em todo o mundo, espera-se que a população que enfrenta níveis de insegurança alimentar com risco de vida duplique, para mais de 250 milhões de pessoas.
#coronavirus @nytimes 
https://t.co/UQsdy4Ac8f",Negativo
1724,geladog_,"Setor de serviços cresce 2,6% em julho, mas não recupera perdas da pandemia

https://t.co/PCxyoDESS3 #Coronavirus #Economia #Atividades #IBGE #Pandemia #Pe",Neutro
1725,EstagioOnline,"Quarentena em casa por conta do Coronavirus?
O Ministério da Economia está oferecendo 85 cursos gratuitos com certificado, que você pode fazer durante esse período e estudar sem risco!
Acesse: https://t.co/ZKzKcvKfT1 https://t.co/dQrzyAP0hG",Positivo
1726,folhape,#CORONAVÍRUS | América Latina e Caribe superam oito milhões de casos em seis meses de pandemia - https://t.co/valKsw9HDI https://t.co/YZExYHTeRA,Negativo
1727,GeralEconomia,Direção-Geral da Administração e do Emprego Público (DGAEP): Novas FAQ COVID-19 https://t.co/WjL40hZjH4 https://t.co/cmlcrC8CA9,Neutro
1728,piressantos,"@dntwit corrigi o título da vossa notícia: “Coreia do Norte extremamente bem sucedida no combate à pandemia COVID-19” 👏🏻

Coreia do Norte emite ordem de 'atirar a matar"" para travar o coronavírus https://t.co/9as4gEq6k2",Positivo
1729,redecastorphoto,As cobaias do coronavírus https://t.co/tc7iXVwrzp,Neutro
1730,cloroquina5000,Dia muito infeliz para o mundo e para a menina Ana Lidia assassinada em Brasilia 11-09-1973. E temos o 11 de setembro de 2001 aonde o mundo desabou sob o terror dos terroristas do oriente médio. #PAZ #semCovid19 imprensa fedaputa racista desgraça cu #coronavirus recife noia corno,Positivo
1731,HospSaudeTodos,"Na espera por uma vacina que garanta a imunidade, contra o #coronavírus o melhor é não arriscar. Se você já teve que voltar à rotina, mantenha o uso da máscara e os cuidados com a higiene das mãos e com o distanciamento. É pela sua saúde.

#covid19 #hst #SaudeDeTodos https://t.co/MYCfOvKOkP",Neutro
1732,maisfutebol,"Atlético de Madrid interrompe estágio por causa de caso de covid-19
https://t.co/vnjh6HHxIb https://t.co/kOFhbWFu9x",Negativo
1733,vanidacol,"Ouvi uma estatística hoje, de pessoas que mais contraíram o coronavírus:
As que tinham uma visão de não acreditar na doença, não ter medo, não se cuidar, foram em aglomerações,etc., foram as que mais contraíram a doença.",Negativo
1734,nossaline,"arrumando confusão no grupo da família pq querem fazer churrasco 

""o governo liberou tudo""

então quer dizer q ninguém mais vai pegar coronavirus??

ninguém mais ta morrendo??

qm morreu vai ressuscitar?? 😗✌️🏽",Neutro
1735,anac_bermudez,Como voltar à escola sem poder ter contato próximo com os alunos? Professores falam desse e de outros desafios impostos pela covid: https://t.co/cR6NR213CI,Neutro
1736,fabsmbsb,"@ricameirelles @sabrina69024244 @RitaLobo Supremo não tirou do governo federal responsabilidades por crise do coronavírus, diz Fux | Política | G1 https://t.co/9FvTTSyGhk",Negativo
1737,michaellaitmanp,"Antes do coronavírus, o mundo estava em crise e as pessoas falavam de uma guerra mundial ou de catástrofes ecológicas. A situação era muito problemática, eram muitos problemas, como com uma pessoa que não sabe qual doença tem, mas consegue injetar analgésicos para as dores ....",Negativo
1738,GloboNews,"Na nova temporada do #QueMundoÉEsse?, @andrefran, @michelcoeli e @rodcebrian chegam ao Japão em fevereiro, em um momento chave do país, quando o cruzeiro Diamond Princess, ancorado próximo a Tóquio, era o maior foco de coronavírus fora da China. Domingo, às 23h30, na #GloboNews. https://t.co/o9BYj8Dgzj",Negativo
1739,Estrelando,Neymar Jr. anuncia que está curado do coronavírus e volta aos treinos: Super feliz; confira mais famosos que já se recuperaram da doença! https://t.co/hNJVpWK01N https://t.co/eLj9tKd4p0,Positivo
1740,folhaequilibrio,Tuíte engana ao afirmar que sol mata o coronavírus https://t.co/HqMRv6fsIP,Neutro
1741,folha,Tuíte engana ao afirmar que sol mata o coronavírus https://t.co/w8OEJeaUyD,Neutro
1742,jjforni,"Reino Unido proíbe reuniões de + de 6 pessoas em ambientes internos e externos. A multa é de R$ 700. Escócia e País de Gales têm leves alterações na norma q limita aglomerações em casas, bares, restaurantes, pra “evitar um 2º bloqueio nacional”. https://t.co/bc8L16AgGA",Neutro
1743,RenataAbreu1919,"Por conta da pandemia do coronavírus, as doações de sangue diminuíram drasticamente nos hemocentros. O alerta vermelho é da Fundação Pró-Sangue. Pra doar sangue, faça seu agendamento no site da Fundação: https://t.co/ZrMeHL0hEE ou pelo Alô Pró-Sangue 📲 (11) 4573-7800. Ajude!✊",Neutro
1744,michaellaitmanp,"Toda doença contém cura, a doença cura. Temos que ver onde o #coronavírus  está nos conduzindo e alcançar esse estado saudável por conta própria. Para isso, temos que entender o golpe. Há uma força por trás dele que não deseja simplesmente nos ferir, mas deseja nos curar ...",Positivo
1745,XornaldaMarina,"Redúcese o ritmo de contaxio do coronavirus na provincia, con 19 casos novos e 58 altas https://t.co/KrXk6GAlL9",Negativo
1746,UrubuInterativo,"Recuperado do coronavírus, César testa negativo em novo exame e é reintegrado ao elenco 

https://t.co/NOICfUQ78T",Positivo
1747,Granfino9,diss pro coronavirus que ele é um fdp,Negativo
1748,COVID19GovAo,"África lança rede de laboratórios de sequenciação do novo coronavírus

África vai lançar uma rede de laboratórios para acelerar a sequenciação do genoma do SARS-CoV-2, anunciaram ontem a Organização Mundial de Saúde (OMS) e o África CDC.

Fonte: notícias ao minuto https://t.co/5wVHbZ60CV",Neutro
1749,michaellaitmanp,"O coronavírus é um pequeno golpe, vindo do amor e da misericórdia para pessoas que não entendem o propósito de suas vidas. Temos que perceber por que alcançamos golpes como este. Por que não ouvimos o primeiro aviso dos pais, como bons filhos, para mudarmos ...",Positivo
1750,drvconway,Gardaí object to licence for Achill pub - https://t.co/ZfZJb07btf https://t.co/rydHY55LSY,Neutro
1751,MikeQueiroz2,@robbson PAREM DE PEGAR CORONAVIRUS 😭😭😭,Negativo
1752,Shoujofan,"Enfim, é mais difícil apertar o gatilho contra uma pessoa, que tem rosto, que olha para você nos olhos, do que estalar os dedos, ao estilo Thanos e eliminar milhares.  E estou dando somente um exemplo, o Coronavírus é somente um entre tantos outros casos.",Negativo
1753,Shoujofan,"Hoje é aniversário do Atentado às Torres Gêmeas e esta semana foi revelado que Trump ignorou a gravidade do Coronavírus, porque quis. É uma das notícias da semana nos EUA. Quantas pessoas morreram no 11 de Setembro? 4 mil? Por aí, um pouco menos, um pouco mais.",Negativo
1754,garcivegalopez,"Agora se entenden os globos sonda
https://t.co/wBZvwQqbwg",Negativo
1755,dauroveras,"Painel - Desafios do jornalismo científico durante a covid-19 - Miguel Nicolelis (Comitê de Combate ao Coronavírus/NE), Roberta Jansen (Estadão) e Vinicius Ferreira (Fiocruz) - 14:15
+",Neutro
1756,MarleneFFL,"(6) Qual a efetividade do tratamento? = se estivermos falando do protocolo de HCQ + AZI + IVERMECTINA, e se estivermos falando de tratamento precoce, as taxas de sobrevida. chegam a quase 100%.

Referências: 
- Figura abaixo 
- https://t.co/WVqfk6lGCt 
- https://t.co/hUYOM5erBk",Positivo
1757,oliberal,O Círio Musical de 2020 precisou ser alterado por conta da pandemia do novo coronavírus.  https://t.co/DRINcvUGEF,Neutro
1758,joaopaulom,Os jornalistas da imprensa comercial corrupta sobretudo os da Rede Globo estão apavorados com a queda brusca de contaminação e morte pelo coronavirus. Com a retomada gradual da vida normal o povo vai para a rua e quem ficará preso em casa de quarentena são eles.,Negativo
1759,PrensadeBabel,Post Editado: Búzios registra mais quatro casos de coronavírus em 24h https://t.co/sMf0sMFOYc,Negativo
1760,rogeriophd,@JornalOGlobo E está duplamente correto por 2 motivos: coronavirus e sujeira.,Negativo
1761,_rfluz,Não acredito que vou ter que voltar na triagem CORONAVÍRUS EU TE ODEIO COM TODO MEU SER,Negativo
1762,GuiAbreu_18,Todo dia eu acordo e penso: será que eu to com coronavírus e não sei?!,Neutro
1763,cramentu,"""Liberação"" de futebol recreativo https://t.co/HTnUfLczmX

Mapa com cores https://t.co/0Z6wYoQUx3 https://t.co/2mNvY8wGVG",Positivo
1764,renatosimoespt,"#MSTContraFome
O projeto genocida mata por #coronavirus, pelo desemprego, pela fome. Vencer a pandemia, defender a vida e a saúde do povo.
Viva a agricultura familiar, a Agroecologia, a reforma agrária. Pela soberania alimentar do povo brasileiro!
#ForaBolsonaro https://t.co/flBQWfCg50",Negativo
1765,flavioazevedo,@caosplanejado Coronavírus e o futuro das cidades https://t.co/I68IRSPdpu,Neutro
1766,dimitriusOG,"No começo da quarentena, perguntei para as minhas irmãs e meus pais se eles achavam que esse momento do coronavírus mudaria a nossa forma de ver o mundo. Aquele tipo de evento que a gente divide o mundo antes e depois dele. Como o 11/9... Passados quase seis meses, acho que não.",Neutro
1767,MarisaMatias_,"Norte: +226
Centro: +60
Lisboa e Vale do Tejo: +368 (+2)
Alentejo: +12
Algarve: +15 (+1)
Açores: +5
Madeira: +1

#Covid19PT #coronavirus https://t.co/6IUSS08NLk",Neutro
1768,itamarajuin,Bahia firma parceria com a Rússia para comercializar 50 milhões de doses da vacina contra o coronavírus https://t.co/0VUJm190vj,Positivo
1769,tvi24ultimas,Covid-19: Eurogrupo descarta “fim abrupto” de apoios criados na UE devido à pandemia https://t.co/pCQXclANOm,Neutro
1770,tvi24pt,Covid-19: Eurogrupo descarta “fim abrupto” de apoios criados na UE devido à pandemia https://t.co/lkTaaSiX5O,Neutro
1771,afro_resistance,"A ação pede que o governo elabore um plano emergencial de enfrentamento ao novo coronavírus nos quilombos. @conaquilombos 

https://t.co/7yDsx4oFsG",Neutro
1772,michaellaitmanp,"Temos que entender a razão do coronavírus. Se entendermos como transformar nossos relacionamentos interpessoais - todos os problemas desaparecerão instantaneamente! O objetivo da natureza não é nos conduzir através da doença e nos curar, mas sim...",Positivo
1773,Lysao,"O povo aqui da minha cidade fica debatendo nos grupos sobre “a pessoa morreu, mas não estava na UTI” e mal sabem elas que dá pra morrer de coronavírus em casa.",Negativo
1774,RDCTVdigital,"Prefeitura de Porto Alegre inicia, na segunda (14), debates para volta às aulas na capital. Minuta será construída com a participação do Grupo Especial responsável pelo retorno das atividades de ensino e do Comitê Técnico de Enfrentamento ao Coronavírus. #rdctv",Neutro
1775,NGuzyEssa,""" Virologista chinesa que fugiu para os Estados Unidos após alegar que Pequim encobriu os votos da Covid-19 de publicar evidências PROVANDO que o vírus é feito pelo homem - e afirma que até mesmo não-cientistas poderão verificar os dados...""

 https://t.co/OjJ9vGSV9m via @Femail",Neutro
1776,agenciaviraliza,"O que deve viralizar é sua marca, não o vírus. Cuide-se! 

#Covid-19 #Coronavírus #Esperança https://t.co/fRO3meuZOh",Neutro
1777,uv_spectrum,"Nem sou fã do livro, até pq não li, mas assisti ao trailer da Sabiaguaba e parece muito perfeito!!! ME DEIXA VIVENCIAR UM CINEMA, CORONAVÍRUS",Positivo
1778,tvrecordeuropa,"A Direção-Geral da Saúde anunciou hoje um total de 1855 mortos e 62 813 casos de covid-19 em Portugal.

#RecordTVEuropa #Covid19 #Informação #Casos

https://t.co/pMxvoMUcUn",Negativo
1779,SICNoticias,Hospital de Santa Maria preparara-se para a nova fase da pandemia https://t.co/SUHZsFWwHF,Neutro
1780,folhape,#CORONAVÍRUS | Justiça do Trabalho suspende retorno às aulas presenciais no RJ - https://t.co/6hfsGGTvwh https://t.co/QvOLZZBfka,Neutro
1781,danielseabrabh,"#coronavírus Rock Master #433: você se lembra da banda Easy Rider? Neste cardápio, entrevista exclusiva com vocalista @DuduGraffite, que fala sobre início, sucesso e muito mais! Ouvimos várias músicas da carreira! E ainda @warrantrocks, @kiss e @D2TheBand
https://t.co/HPz7i6D3Ma https://t.co/AW3gU6sHYW",Neutro
1782,comentandotvbr,"Após 53 anos de contrato com a Globo, Glória Menezes e Tarcísio Meira foram dispensados do quadro fixo de funcionários. O fim do vínculo de mais de meio século é resultado da política de cortes de gastos que a emissora está implementando por conta da pandemia do coronavírus. https://t.co/4RntFHnz8M",Neutro
1783,Rkrahenbuhl,"EUA param hoje para lembrar os ataques que mudaram a história do país

2.977 pessoas morreram no 11 de setembro

Quase 200 mil pessoas morreram na pandemia do novo coronavírus

O presidente que já disse “é o que é” sobre mortes pela covid, hoje presta homenagem às vítimas do 11/9",Negativo
1784,achei_sudoeste,Laboratório anuncia teste de nova vacina contra o novo coronavírus no Brasil - https://t.co/7muttzA7f7,Neutro
1785,VejaSaude,"Dermatologista comenta o que se sabe até agora sobre os impactos da doença na pele e aponta cuidados com o uso de máscara e a limpeza das mãos:

https://t.co/uqPvx4WoYe",Neutro
1786,Terra,#Coronavírus: Antiviral usado para tratar coronavírus de gatos pode ser novo tratamento para covid-19 https://t.co/7Q9MIZjoTR,Positivo
1787,unimedscapixaba,"Os estudos feitos até hoje indicam que, em mães diagnosticadas com COVID-19, não há coronavírus no leite materno. Por isso, a mãe pode seguir o aleitamento se estiver fisicamente bem e seguindo orientações de higiene. Entenda melhor: https://t.co/x9fUYex4ih https://t.co/PIfXQ4fJ8K",Positivo
1788,GovernoMA,"Em Lima Campos, quilombolas receberam as equipes da #Fesma e da @Seir_MA para mais uma ação de combate ao coronavírus, além de cuidados gerais com a saúde. https://t.co/5M1iEcp8wy #GovernoDeTodosNós #Saúde #Fesma #Seir https://t.co/koOkRIP9cF",Positivo
1789,P__Portugal,Coronavírus: Covid-19 em Portugal: 687 novos casos o 13.º pior dia desde início da pandemia https://t.co/8Y3cA3jfjE,Negativo
1790,Publico,Coronavírus: Covid-19 em Portugal: 687 novos casos o 13.º pior dia desde início da pandemia https://t.co/YQPOCvmy8f,Negativo
1791,xvppiazza,"“(...) o grupo criado nesta quinta-feira (10) para tomar essa decisão não conta com representantes da sociedade civil e acadêmicos, e sim por 19 pessoas, 18 delas integrantes dos Ministérios do governo Bolsonaro.”

😍😍😍😍😍😍 https://t.co/bJiord5gIz",Neutro
1792,carmebulto,Casos diagnosticará. #coronavirus https://t.co/JMJQ3cTfHI,Neutro
1793,otempo,"Previsão é que doses da vacina contra a Covid-19 comecem a ser entregues em novembro deste ano, desde que haja aprovação da Anvisa https://t.co/I79eMF8K61",Positivo
1794,portal_viva,"Utilidade Pública:
Boletim PMC Nº CLX | Covid-19 
(Atualização sexta-feira,11/09)
#covid19 #pandemia #coronavirus #cotia https://t.co/eP7Q8lqJOq",Neutro
1795,manunicola,Mais uma mentoria com Instituto Votorantim realizada. Tratandonsobre ações no combate ao Coronavírus #assessoria #bentocontraocoronavirus https://t.co/CPb3YW3rGP,Positivo
1796,BregolinReis,E o nosso dog que tem um coronavirus de brinquedo https://t.co/miR5HRy75C,Neutro
1797,_ecoponte,CORONAVÍRUS: evite aglomerações e atenção aos sintomas. Saiba mais em https://t.co/xdlXW2cf0V,Neutro
1798,RBandeirantes,"O atacante Neymar está de volta aos treinos do Paris Saint-Germain depois de ser infectado pelo coronavírus.

O brasileiro anunciou o retorno pelas redes sociais.

#RádioBandeirantes #TradiçãoNoRádio https://t.co/pfiG3qLIam",Positivo
1799,oestadoonline,Governo da Bahia anuncia compra de 50 milhões de doses da vacina russa contra o coronavírus - https://t.co/HiP1cEDhQE https://t.co/aNyXVI87qS,Positivo
1800,aalicenp,@pnnshit qual a tara da sua escola com coronavirus??,Negativo
1801,lucasnegrisoli,"No mundo, há mais de 910 mil vidas perdidas, cada vez mais próximo da cifra de 1 milhão de pessoas que morreram pelo coronavírus

Estes são os números mais atualizados na manhã desta sexta, respectivamente do Ministério da Saúde e da universidade estadunidense Johns Hopkins https://t.co/lflNpolFsE",Negativo
1802,ScopoDePortu,"O goleiro César, do Flamengo já está de volta aos treinos 

O goleiro testou positivo para o novo coronavírus há mais ou menos duas semanas",Negativo
1803,cosemssp,"Acesse as Notas Técnicas, produzidas pela equipe de assessoria e diretoria do @cosemssp, para orientar gestores e população em tempo de pandemia.
https://t.co/W5uPl3AUaX https://t.co/YmwBAW8bKt",Neutro
1804,canalsmais,"Portugal contabiliza hoje mais três mortos relacionados com a covid-19 e 687 novos casos de infeção com o novo coronavírus, segundo o boletim epidemiológico da Direção-Geral da Saúde (DGS) hoje divulgado.

#Noticia #Covid19 #Portugal 
https://t.co/jh0gym4ACN",Negativo
1805,jonethecreator,"@mammmanda Antes disso ele ia achar que, como os Schrute supostamente possuem genes mais fortes, ele automaticamente estaria imune ao coronavirus",Positivo
1806,pattypsicopreta,"É por isso que os millennials são surtados

11/09 e coronavírus",Negativo
1807,clickciencia,"Vamos de live? “Negacionismo científico, produção do conhecimento e produção da ignorância na pandemia de Covid-19” https://t.co/bTB1L8R4Ut
#labi #ufscar #cdmf #cine #fapesp #ciência #covid19 #quarentena #coronavírus",Negativo
1808,Ticacaujs_,Se saia coronavirus,Positivo
1809,Pelotas13horas,PESQUISA DA UFPEL SOBRE CORONAVÍRUS APONTA DESACELERAÇÃO DA PANDEMIA NO RS https://t.co/9h9YRWbHj4 via @Pelotas 13 Horas,Positivo
1810,lucasnegrisoli,"Duas tragédia convivem na data desta sexta-feira – 11 de setembro de 2020 marca simultaneamente 19 anos dos atentados contra as torres gêmeas em 2001, e seis meses desde que a OMS declarou o coronavírus como uma pandemia, no 11 de março deste ano https://t.co/CUWehikJ3S",Negativo
1811,Luciano__Jardim,"Entretanto no mundo desenvolvido socialista é assim que se curam as doenças. 

https://t.co/AoCFHX0gIz",Positivo
1812,SICNoticias,Equipa visita escolas de Matosinhos para os últimos ajustes antes do início do ano letivo https://t.co/rvCpY2Au89,Neutro
1813,folhasantista,"O diferencial é que, desta vez, as redes estadual e privada também precisarão ouvir a opinião de pais e professores
https://t.co/DzCu5T5cGc",Neutro
1814,gramscista,Trump sobre o coronavírus: “Sempre busquei minimizar sua importância” https://t.co/4vpfFrPYK4 via @elpais_brasil,Neutro
1815,LigaAoFilipe,"Covid-19. O 14.º dia com mais casos desde o início da pandemia: o surto em Portugal, em gráficos e mapas O boletim da Direção-Geral da Saúde assinala esta sexta-feira mais três mortos, 687 infetados e 203 recuperados. Trata-se do 14.º dia com mais novo... https://t.co/FWYCheLlxL",Negativo
1816,RadioCaxias,Pesquisa aponta que o coronavírus já atingiu um a cada 73 gaúchos. Confira em: https://t.co/kz5RvLOVAq #RádioCaxias #CaxiasDoSul,Negativo
1817,vaticannews_pt,"A luta contra a #corrupção foi o tema principal da declaração da #SantaSé no 28º Fórum Econômico e Ambiental da @OSCE que se conclui nesta sexta-feira em #Praga, na República Tcheca.
https://t.co/7qnGCaS6l6",Neutro
1818,06costa06,"687 novos casos hoje?🥺✊🏼
Lá vamos nós voltar a ter aulas em casa!
#coronavirus #Portugal",Negativo
1819,Juupavi,Coronavírus pelo jeito é fã de Rihanna https://t.co/qyggri8mB1,Negativo
1820,PrensadeBabel,"Post Editado: Búzios registra novo caso de coronavírus, agora são 433 https://t.co/bDGRkcI8ki",Negativo
1821,boletimDOU,"#Assistência_Social  #Ato_Normativo  #2020_09_11
🖐🏾 Estabelece protocolo de mitigação dos riscos de transmissão do novo Coronavírus nas unidades do INSS.
https://t.co/rZ3wRH6ZE5",Neutro
1822,nothesunn,anginas o coronavirus? aaaaa nosesabe,Negativo
1823,CachoeiradoSul,Cachoeira tem 4 novos casos de Coronavírus nesta quinta-feira https://t.co/aeWcLO0FE7 https://t.co/Kp6lmeZEUm,Negativo
1824,Erica99548873,"Por causa do coronavírus, estão tendo muito cuidado com quem vai para a Olimpíada' @estadao:  https://t.co/kH3J9DswDT",Negativo
1825,salgueiro2625,@martacpalves Imagina comprares a ida a punta e chutarem “CORONAVÍRUS”,Negativo
1826,cadeinsight,Coronavírus: paralisação de testes de vacina é comum durante os estudos; entenda https://t.co/d9xYs70IZW,Neutro
1827,pietragb,"E por fim: impactos do coronavírus. No podcast Café da Manhã de hoje o infectologista Esper Kallás explica que o vírus veio para ficar, vale a pena conferir: https://t.co/C9AWQJhmHW",Negativo
1828,bradlevy,@beanthediabetic @jeniwhel @realDonaldTrump Coronavirus you putz,Neutro
1829,SICNoticias,Patrões e sindicatos preocupados com novas medidas para Lisboa e Porto https://t.co/DUjVlYXEDJ,Negativo
1830,assembleiamg,"#TempoReal #LeiAldirBlanc Já começou a #Live sobre a nova lei q pode trazer p/ MG R$ 135 milhões até outubro, como forma de ajudar o setor cultural, um dos + afetados pela pandemia do novo #coronavírus. Gestores culturais, mandem suas perguntas pelo chat https://t.co/9CfxX5srBI",Neutro
1831,o_documento,"Davi promulga leis que liberam R$ 15,9 bilhões para combate a coronavírus
https://t.co/j1zDocBCfn",Positivo
